order_id,order_date,region,category,product,quantity,unit_price,discount_pct,revenue,cost,profit,customer_segment
ORD11299,2024-03-19,South,Home & Kitchen,Coffee Maker,1,49.41,10,44.47,30.04,14.43,Returning
ORD11368,2024-03-20,South,Home & Kitchen,Air Fryer,5,177.17,5,841.56,469.79,371.77,Returning
ORD10624,2024-03-20,North,Apparel,Cotton T-Shirt,1,65.21,5,61.95,38.7,23.25,Returning
ORD10980,2024-03-20,North,Electronics,Smartwatch,4,806.2,20,2579.84,1810.93,768.91,New
ORD11295,2024-03-20,North,Electronics,Smartwatch,5,179.01,5,850.3,532.9,317.4,Returning
ORD10872,2024-03-20,East,Apparel,Wool Sweater,5,17.3,20,69.2,46.58,22.62,Returning
ORD11956,2024-03-20,West,Home & Kitchen,Blender,1,109.77,10,98.79,50.64,48.15,New
ORD11121,2024-03-21,North,Electronics,Laptop Stand,3,516.25,5,1471.31,700.84,770.47,New
ORD10946,2024-03-21,East,Electronics,Laptop Stand,4,878.96,0,3515.84,2182.17,1333.67,New
ORD10600,2024-03-21,East,Electronics,Laptop Stand,3,587.01,15,1496.88,857.19,639.69,Returning
ORD10016,2024-03-21,South,Electronics,Smartwatch,2,871.84,5,1656.5,1125.24,531.26,New
ORD11277,2024-03-22,East,Home & Kitchen,Coffee Maker,1,226.51,0,226.51,112.4,114.11,Returning
ORD10642,2024-03-22,South,Home & Kitchen,Blender,3,182.6,0,547.8,310.4,237.4,VIP
ORD10298,2024-03-22,East,Electronics,Bluetooth Speaker,3,582.96,10,1573.99,997.6,576.39,New
ORD11134,2024-03-22,North,Apparel,Sneakers,3,16.78,0,50.34,28.93,21.41,Returning
ORD11554,2024-03-22,North,Books,Self-Help Book,4,34.86,0,139.44,67.94,71.5,New
ORD11608,2024-03-22,South,Home & Kitchen,Air Fryer,1,26.16,10,23.54,16.3,7.24,New
ORD10675,2024-03-22,West,Books,Self-Help Book,2,29.73,0,59.46,27.43,32.03,Returning
ORD11498,2024-03-23,South,Home & Kitchen,Blender,5,153.68,10,691.56,384.0,307.56,Returning
ORD10263,2024-03-23,South,Electronics,Wireless Earbuds,2,466.08,20,745.73,573.47,172.26,VIP
ORD10834,2024-03-23,West,Electronics,Bluetooth Speaker,3,646.01,10,1744.23,1018.17,726.06,New
ORD11067,2024-03-24,North,Books,Cookbook,5,36.26,0,181.3,96.04,85.26,New
ORD10344,2024-03-24,North,Home & Kitchen,Vacuum Cleaner,4,116.47,10,419.29,228.72,190.57,Returning
ORD11209,2024-03-24,North,Electronics,Laptop Stand,4,242.48,0,969.92,449.11,520.81,Returning
ORD10145,2024-03-24,West,Books,Tech Manual,2,16.93,10,30.47,17.09,13.38,Returning
ORD10653,2024-03-24,West,Apparel,Cotton T-Shirt,2,42.33,20,67.73,38.99,28.74,VIP
ORD10156,2024-03-24,East,Home & Kitchen,Cookware Set,2,220.32,5,418.61,270.1,148.51,New
ORD11495,2024-03-25,North,Sports,Resistance Bands,2,135.86,0,271.72,151.46,120.26,New
ORD10990,2024-03-25,West,Sports,Resistance Bands,5,18.32,10,82.44,53.92,28.52,VIP
ORD10759,2024-03-25,West,Books,Fiction Novel,3,12.71,0,38.13,24.39,13.74,Returning
ORD11098,2024-03-26,West,Apparel,Running Shoes,2,18.37,5,34.9,20.82,14.08,Returning
ORD10765,2024-03-26,North,Electronics,4K Monitor,1,860.67,0,860.67,430.7,429.97,Returning
ORD11891,2024-03-27,South,Books,Cookbook,3,27.62,0,82.86,52.07,30.79,VIP
ORD10831,2024-03-28,East,Apparel,Sneakers,1,92.35,0,92.35,45.14,47.21,New
ORD10826,2024-03-28,North,Home & Kitchen,Coffee Maker,4,41.51,0,166.04,90.5,75.54,VIP
ORD10419,2024-03-28,North,Books,Cookbook,3,40.44,5,115.25,57.63,57.62,VIP
ORD10358,2024-03-29,East,Books,Cookbook,3,43.1,10,116.37,66.2,50.17,New
ORD11615,2024-03-29,North,Sports,Cycling Helmet,5,30.4,0,152.0,77.6,74.4,New
ORD11589,2024-03-29,East,Home & Kitchen,Blender,1,65.46,10,58.91,34.01,24.9,VIP
ORD11172,2024-03-30,West,Apparel,Denim Jacket,4,106.56,0,426.24,221.9,204.34,New
ORD10154,2024-03-30,North,Books,Biography,2,19.31,20,30.9,23.56,7.34,Returning
ORD11693,2024-03-30,North,Sports,Resistance Bands,3,175.47,0,526.41,322.51,203.9,Returning
ORD10883,2024-03-30,East,Apparel,Wool Sweater,1,64.53,0,64.53,33.63,30.9,New
ORD10408,2024-03-31,North,Books,Cookbook,3,44.96,15,114.65,83.84,30.81,Returning
ORD10004,2024-04-01,West,Home & Kitchen,Coffee Maker,5,90.06,0,450.3,213.63,236.67,New
ORD11272,2024-04-01,North,Electronics,Bluetooth Speaker,1,695.78,0,695.78,398.57,297.21,VIP
ORD11265,2024-04-01,South,Books,Cookbook,5,10.6,0,53.0,33.7,19.3,Returning
ORD10632,2024-04-01,South,Home & Kitchen,Air Fryer,2,225.6,0,451.2,289.86,161.34,VIP
ORD10690,2024-04-01,North,Electronics,Wireless Earbuds,4,308.57,0,1234.28,576.15,658.13,New
ORD10136,2024-04-01,East,Apparel,Sneakers,3,39.37,10,106.3,73.64,32.66,VIP
ORD10660,2024-04-01,South,Home & Kitchen,Vacuum Cleaner,3,127.47,15,325.05,235.43,89.62,VIP
ORD10389,2024-04-02,East,Home & Kitchen,Air Fryer,2,66.84,0,133.68,63.24,70.44,Returning
ORD10392,2024-04-02,East,Home & Kitchen,Cookware Set,4,222.76,5,846.49,551.26,295.23,Returning
ORD11998,2024-04-02,South,Sports,Dumbbell Set,2,58.04,10,104.47,52.98,51.49,Returning
ORD10332,2024-04-02,East,Home & Kitchen,Vacuum Cleaner,3,125.48,0,376.44,236.98,139.46,Returning
ORD10070,2024-04-02,East,Sports,Football,3,78.95,10,213.17,135.1,78.07,VIP
ORD10994,2024-04-03,North,Sports,Yoga Mat,1,143.8,0,143.8,84.05,59.75,New
ORD10584,2024-04-03,North,Electronics,Laptop Stand,5,844.54,0,4222.7,2526.5,1696.2,New
ORD10907,2024-04-04,North,Home & Kitchen,Vacuum Cleaner,3,90.05,0,270.15,138.87,131.28,VIP
ORD11880,2024-04-04,North,Apparel,Denim Jacket,5,65.69,0,328.45,170.71,157.74,VIP
ORD11309,2024-04-04,North,Electronics,4K Monitor,5,809.02,0,4045.1,1850.86,2194.24,New
ORD11488,2024-04-04,South,Sports,Football,3,98.98,0,296.94,174.1,122.84,New
ORD11063,2024-04-04,East,Home & Kitchen,Coffee Maker,2,188.43,0,376.86,243.05,133.81,New
ORD10491,2024-04-05,West,Books,Biography,5,34.07,15,144.8,99.81,44.99,Returning
ORD10353,2024-04-05,North,Electronics,Wireless Earbuds,2,486.61,5,924.56,594.35,330.21,New
ORD11467,2024-04-05,West,Apparel,Running Shoes,2,57.02,5,108.34,57.17,51.17,Returning
ORD11117,2024-04-05,North,Apparel,Denim Jacket,5,68.45,10,308.03,197.32,110.71,New
ORD10397,2024-04-05,South,Apparel,Wool Sweater,2,89.5,0,179.0,88.34,90.66,New
ORD10249,2024-04-06,East,Home & Kitchen,Air Fryer,3,41.65,15,106.21,76.18,30.03,New
ORD10576,2024-04-06,North,Home & Kitchen,Vacuum Cleaner,4,239.8,20,767.36,466.0,301.36,New
ORD10663,2024-04-06,East,Apparel,Wool Sweater,5,61.04,15,259.42,141.92,117.5,VIP
ORD11743,2024-04-07,West,Electronics,Wireless Earbuds,2,725.95,10,1306.71,717.14,589.57,Returning
ORD11641,2024-04-07,South,Sports,Football,4,140.51,0,562.04,280.9,281.14,New
ORD11613,2024-04-07,West,Books,Biography,1,34.22,0,34.22,22.01,12.21,VIP
ORD10470,2024-04-08,North,Electronics,Wireless Earbuds,4,646.29,0,2585.16,1592.54,992.62,New
ORD10703,2024-04-08,East,Electronics,4K Monitor,2,337.76,0,675.52,425.4,250.12,Returning
ORD10343,2024-04-08,North,Books,Biography,3,28.26,0,84.78,52.39,32.39,New
ORD10206,2024-04-08,South,Home & Kitchen,Blender,1,193.48,0,193.48,117.35,76.13,New
ORD10687,2024-04-09,West,Books,Tech Manual,1,14.57,0,14.57,7.35,7.22,VIP
ORD11411,2024-04-09,North,Sports,Dumbbell Set,1,56.07,0,56.07,30.06,26.01,New
ORD11037,2024-04-10,West,Electronics,Smartwatch,4,589.11,5,2238.62,1307.24,931.38,Returning
ORD10585,2024-04-10,East,Books,Self-Help Book,2,26.38,5,50.12,25.87,24.25,Returning
ORD11039,2024-04-11,West,Sports,Cycling Helmet,1,100.01,10,90.01,50.26,39.75,New
ORD11972,2024-04-11,South,Electronics,Smartwatch,2,814.83,0,1629.66,872.58,757.08,Returning
ORD10352,2024-04-11,North,Home & Kitchen,Air Fryer,4,103.19,5,392.12,244.23,147.89,Returning
ORD10329,2024-04-11,West,Sports,Football,1,133.92,0,133.92,72.85,61.07,New
ORD10499,2024-04-11,North,Sports,Resistance Bands,4,62.5,0,250.0,151.52,98.48,New
ORD11663,2024-04-12,North,Sports,Dumbbell Set,1,135.31,0,135.31,70.01,65.3,VIP
ORD10756,2024-04-12,South,Books,Cookbook,2,32.91,5,62.53,30.11,32.42,Returning
ORD11833,2024-04-12,South,Home & Kitchen,Blender,3,82.71,0,248.13,160.0,88.13,New
ORD11167,2024-04-12,North,Books,Cookbook,2,32.25,0,64.5,34.32,30.18,New
ORD10579,2024-04-12,West,Electronics,Wireless Earbuds,4,571.4,5,2171.32,1405.56,765.76,Returning
ORD11847,2024-04-13,North,Home & Kitchen,Vacuum Cleaner,4,146.03,10,525.71,297.18,228.53,New
ORD10807,2024-04-13,South,Books,Biography,4,37.27,0,149.08,67.53,81.55,New
ORD10492,2024-04-13,West,Apparel,Sneakers,3,39.92,15,101.8,64.49,37.31,New
ORD10919,2024-04-13,North,Electronics,4K Monitor,3,713.09,0,2139.27,975.96,1163.31,New
ORD10088,2024-04-13,East,Electronics,Wireless Earbuds,1,324.16,0,324.16,153.45,170.71,Returning
ORD10962,2024-04-14,East,Sports,Football,3,62.57,15,159.55,93.41,66.14,New
ORD10618,2024-04-14,East,Apparel,Denim Jacket,5,57.15,0,285.75,181.7,104.05,Returning
ORD10183,2024-04-15,North,Apparel,Sneakers,3,98.33,0,294.99,175.0,119.99,Returning
ORD10465,2024-04-15,South,Electronics,4K Monitor,3,826.19,0,2478.57,1600.34,878.23,New
ORD10426,2024-04-15,East,Sports,Yoga Mat,2,96.72,10,174.1,101.12,72.98,New
ORD10789,2024-04-15,East,Home & Kitchen,Blender,5,90.31,5,428.97,291.04,137.93,Returning
ORD11533,2024-04-16,South,Sports,Yoga Mat,4,163.45,0,653.8,321.39,332.41,New
ORD11854,2024-04-16,South,Sports,Dumbbell Set,4,84.25,0,337.0,218.36,118.64,New
ORD10586,2024-04-16,West,Books,Biography,4,43.08,0,172.32,88.37,83.95,New
ORD11568,2024-04-16,North,Books,Fiction Novel,5,44.8,10,201.6,143.5,58.1,New
ORD11407,2024-04-17,South,Electronics,Laptop Stand,4,678.3,5,2577.54,1535.09,1042.45,VIP
ORD10611,2024-04-17,South,Apparel,Denim Jacket,2,66.68,0,133.36,70.07,63.29,VIP
ORD10184,2024-04-17,North,Sports,Dumbbell Set,3,37.55,0,112.65,62.52,50.13,New
ORD10484,2024-04-17,South,Electronics,Laptop Stand,2,735.69,5,1397.81,746.82,650.99,New
ORD11220,2024-04-17,West,Books,Tech Manual,1,23.92,10,21.53,12.6,8.93,New
ORD10452,2024-04-17,North,Apparel,Denim Jacket,4,91.28,5,346.86,176.9,169.96,New
ORD10117,2024-04-17,East,Home & Kitchen,Air Fryer,3,76.67,0,230.01,116.02,113.99,Returning
ORD10535,2024-04-18,North,Home & Kitchen,Cookware Set,3,180.85,5,515.42,265.39,250.03,New
ORD10434,2024-04-18,North,Electronics,4K Monitor,2,220.33,0,440.66,252.05,188.61,VIP
ORD10682,2024-04-18,South,Apparel,Running Shoes,3,21.79,0,65.37,30.69,34.68,New
ORD11999,2024-04-18,North,Home & Kitchen,Cookware Set,4,142.61,5,541.92,354.72,187.2,Returning
ORD10232,2024-04-18,North,Sports,Cycling Helmet,3,107.18,0,321.54,207.84,113.7,Returning
ORD11374,2024-04-19,South,Apparel,Cotton T-Shirt,2,10.39,10,18.7,10.91,7.79,Returning
ORD11512,2024-04-19,East,Books,Biography,4,18.48,5,70.22,35.73,34.49,VIP
ORD11873,2024-04-19,West,Electronics,4K Monitor,3,759.82,0,2279.46,1171.95,1107.51,VIP
ORD11951,2024-04-19,East,Home & Kitchen,Vacuum Cleaner,3,73.94,0,221.82,100.84,120.98,Returning
ORD11118,2024-04-19,West,Books,Biography,2,8.02,0,16.04,7.4,8.64,VIP
ORD10940,2024-04-19,South,Home & Kitchen,Blender,3,192.31,5,548.08,309.9,238.18,New
ORD11829,2024-04-20,West,Home & Kitchen,Coffee Maker,1,97.27,5,92.41,49.2,43.21,Returning
ORD11808,2024-04-20,West,Home & Kitchen,Blender,5,197.27,5,937.03,496.99,440.04,New
ORD11870,2024-04-20,North,Electronics,Bluetooth Speaker,1,177.99,10,160.19,87.27,72.92,New
ORD11945,2024-04-20,North,Apparel,Cotton T-Shirt,5,29.42,5,139.74,89.97,49.77,Returning
ORD11672,2024-04-20,West,Books,Fiction Novel,2,37.0,10,66.6,43.57,23.03,Returning
ORD11217,2024-04-21,North,Apparel,Cotton T-Shirt,4,28.93,10,104.15,56.82,47.33,New
ORD10416,2024-04-21,North,Home & Kitchen,Air Fryer,2,212.59,0,425.18,205.91,219.27,New
ORD10227,2024-04-21,North,Home & Kitchen,Vacuum Cleaner,3,188.61,0,565.83,317.34,248.49,Returning
ORD11591,2024-04-21,South,Electronics,Wireless Earbuds,2,462.5,15,786.25,488.91,297.34,New
ORD11331,2024-04-21,East,Sports,Cycling Helmet,1,155.93,0,155.93,83.17,72.76,Returning
ORD10570,2024-04-21,West,Apparel,Running Shoes,1,69.07,20,55.26,44.81,10.45,Returning
ORD11351,2024-04-21,South,Apparel,Running Shoes,3,102.06,0,306.18,182.47,123.71,VIP
ORD11587,2024-04-22,West,Home & Kitchen,Vacuum Cleaner,1,151.12,0,151.12,86.62,64.5,Returning
ORD11349,2024-04-22,East,Books,Self-Help Book,1,10.7,10,9.63,5.09,4.54,Returning
ORD10413,2024-04-22,West,Sports,Resistance Bands,5,132.12,20,528.48,421.45,107.03,Returning
ORD11532,2024-04-22,West,Apparel,Running Shoes,3,116.83,0,350.49,168.51,181.98,VIP
ORD10233,2024-04-22,North,Sports,Cycling Helmet,4,96.44,0,385.76,180.43,205.33,New
ORD10300,2024-04-23,North,Apparel,Cotton T-Shirt,5,13.39,15,56.91,39.34,17.57,Returning
ORD10666,2024-04-23,West,Electronics,Smartwatch,5,497.72,15,2115.31,1381.33,733.98,New
ORD10858,2024-04-23,North,Apparel,Wool Sweater,3,24.42,0,73.26,42.28,30.98,Returning
ORD10341,2024-04-23,West,Sports,Resistance Bands,3,119.35,0,358.05,223.95,134.1,VIP
ORD10678,2024-04-24,West,Apparel,Running Shoes,1,37.87,0,37.87,24.07,13.8,VIP
ORD10967,2024-04-24,West,Sports,Yoga Mat,4,23.77,15,80.82,46.54,34.28,New
ORD11497,2024-04-24,South,Books,Biography,4,34.34,0,137.36,89.06,48.3,New
ORD10896,2024-04-24,South,Sports,Dumbbell Set,2,59.25,10,106.65,68.91,37.74,Returning
ORD10951,2024-04-24,North,Books,Tech Manual,2,21.81,0,43.62,19.79,23.83,New
ORD11967,2024-04-25,East,Apparel,Denim Jacket,4,111.25,10,400.5,213.58,186.92,New
ORD10655,2024-04-25,North,Books,Self-Help Book,5,28.17,0,140.85,64.82,76.03,Returning
ORD11740,2024-04-26,North,Home & Kitchen,Coffee Maker,3,130.85,5,372.92,204.51,168.41,Returning
ORD10203,2024-04-26,West,Books,Biography,1,25.1,10,22.59,13.7,8.89,New
ORD11370,2024-04-26,West,Books,Biography,4,9.61,0,38.44,18.57,19.87,Returning
ORD10036,2024-04-26,North,Apparel,Wool Sweater,2,91.84,0,183.68,98.39,85.29,New
ORD11290,2024-04-26,North,Home & Kitchen,Air Fryer,3,25.9,0,77.7,38.07,39.63,VIP
ORD10732,2024-04-27,South,Apparel,Sneakers,2,22.98,0,45.96,29.81,16.15,New
ORD11623,2024-04-27,North,Sports,Cycling Helmet,1,93.07,0,93.07,53.16,39.91,Returning
ORD10234,2024-04-27,North,Apparel,Wool Sweater,3,90.92,5,259.12,145.72,113.4,Returning
ORD10636,2024-04-27,East,Electronics,Wireless Earbuds,3,618.91,15,1578.22,1192.3,385.92,New
ORD10037,2024-04-27,East,Electronics,Smartwatch,2,836.41,0,1672.82,973.65,699.17,Returning
ORD11758,2024-04-28,North,Home & Kitchen,Air Fryer,5,144.53,0,722.65,340.06,382.59,New
ORD11494,2024-04-28,East,Books,Cookbook,4,40.85,0,163.4,93.66,69.74,New
ORD10322,2024-04-28,East,Electronics,Laptop Stand,2,181.24,5,344.36,219.15,125.21,Returning
ORD11017,2024-04-28,South,Books,Self-Help Book,5,15.54,0,77.7,41.59,36.11,New
ORD11851,2024-04-28,East,Books,Fiction Novel,4,19.31,0,77.24,37.75,39.49,Returning
ORD10173,2024-04-28,East,Books,Tech Manual,2,43.53,5,82.71,51.07,31.64,VIP
ORD11543,2024-04-28,North,Apparel,Wool Sweater,1,98.08,10,88.27,50.78,37.49,Returning
ORD10647,2024-04-28,West,Sports,Yoga Mat,4,147.46,0,589.84,323.48,266.36,New
ORD11965,2024-04-29,South,Sports,Football,2,107.48,5,204.21,99.67,104.54,New
ORD11850,2024-04-29,North,Electronics,Wireless Earbuds,2,293.06,0,586.12,371.52,214.6,Returning
ORD11534,2024-04-29,West,Apparel,Cotton T-Shirt,2,81.91,0,163.82,99.31,64.51,VIP
ORD11772,2024-04-30,West,Books,Tech Manual,3,13.62,0,40.86,24.51,16.35,Returning
ORD10706,2024-04-30,East,Apparel,Denim Jacket,4,116.24,20,371.97,281.47,90.5,Returning
ORD10459,2024-05-01,East,Electronics,Bluetooth Speaker,4,416.0,5,1580.8,1019.92,560.88,Returning
ORD10977,2024-05-01,South,Sports,Yoga Mat,1,111.86,15,95.08,50.78,44.3,New
ORD10835,2024-05-01,East,Books,Biography,5,32.04,0,160.2,91.53,68.67,New
ORD11886,2024-05-02,North,Home & Kitchen,Blender,2,240.64,0,481.28,237.82,243.46,Returning
ORD10521,2024-05-02,North,Books,Tech Manual,3,35.55,0,106.65,51.93,54.72,New
ORD10905,2024-05-02,East,Apparel,Running Shoes,5,63.82,0,319.1,171.95,147.15,Returning
ORD11713,2024-05-02,North,Apparel,Running Shoes,2,38.53,0,77.06,49.35,27.71,Returning
ORD10305,2024-05-02,East,Books,Tech Manual,5,32.91,20,131.64,96.48,35.16,VIP
ORD11244,2024-05-02,South,Apparel,Cotton T-Shirt,4,103.16,10,371.38,238.65,132.73,New
ORD11588,2024-05-03,East,Sports,Dumbbell Set,4,100.89,0,403.56,196.66,206.9,Returning
ORD11934,2024-05-04,East,Apparel,Denim Jacket,1,110.05,5,104.55,70.03,34.52,New
ORD11069,2024-05-04,North,Apparel,Running Shoes,5,82.0,0,410.0,228.09,181.91,Returning
ORD10801,2024-05-04,East,Books,Fiction Novel,3,40.47,5,115.34,56.81,58.53,Returning
ORD10839,2024-05-05,West,Electronics,Laptop Stand,3,593.11,5,1690.36,828.57,861.79,VIP
ORD11739,2024-05-06,North,Sports,Football,4,144.38,0,577.52,320.16,257.36,VIP
ORD10157,2024-05-06,North,Sports,Football,2,125.53,0,251.06,149.71,101.35,Returning
ORD11475,2024-05-06,East,Electronics,Smartwatch,1,731.12,0,731.12,401.73,329.39,New
ORD10094,2024-05-06,West,Sports,Football,4,119.55,10,430.38,270.31,160.07,New
ORD10225,2024-05-07,North,Apparel,Sneakers,4,20.31,5,77.18,39.17,38.01,New
ORD10490,2024-05-07,North,Sports,Resistance Bands,5,121.72,0,608.6,292.21,316.39,VIP
ORD10776,2024-05-07,East,Electronics,Laptop Stand,3,172.84,0,518.52,310.83,207.69,Returning
ORD10817,2024-05-07,North,Books,Cookbook,1,34.42,15,29.26,17.05,12.21,New
ORD11453,2024-05-08,North,Electronics,Smartwatch,4,287.67,0,1150.68,581.77,568.91,New
ORD11454,2024-05-08,West,Apparel,Sneakers,1,55.48,10,49.93,31.78,18.15,Returning
ORD10339,2024-05-08,East,Home & Kitchen,Cookware Set,3,86.44,20,207.46,156.16,51.3,New
ORD10379,2024-05-08,North,Sports,Resistance Bands,4,101.86,0,407.44,216.73,190.71,Returning
ORD10798,2024-05-09,South,Home & Kitchen,Blender,5,102.54,10,461.43,233.26,228.17,New
ORD10581,2024-05-09,East,Sports,Yoga Mat,3,50.73,10,136.97,84.23,52.74,New
ORD10813,2024-05-09,East,Sports,Dumbbell Set,2,187.44,20,299.9,207.5,92.4,New
ORD10201,2024-05-09,North,Sports,Yoga Mat,3,74.67,0,224.01,143.69,80.32,New
ORD11966,2024-05-09,South,Sports,Football,3,79.03,10,213.38,130.5,82.88,Returning
ORD10498,2024-05-10,South,Home & Kitchen,Vacuum Cleaner,5,217.7,5,1034.08,634.95,399.13,Returning
ORD10851,2024-05-10,East,Electronics,4K Monitor,1,619.69,0,619.69,337.32,282.37,Returning
ORD11420,2024-05-10,South,Apparel,Running Shoes,1,64.91,0,64.91,36.49,28.42,Returning
ORD10022,2024-05-10,East,Apparel,Running Shoes,3,40.68,5,115.94,64.79,51.15,VIP
ORD11334,2024-05-11,West,Electronics,Smartwatch,4,605.72,0,2422.88,1152.43,1270.45,Returning
ORD10812,2024-05-11,North,Electronics,Bluetooth Speaker,1,746.66,0,746.66,475.73,270.93,Returning
ORD11843,2024-05-11,East,Books,Biography,3,29.77,5,84.84,45.29,39.55,VIP
ORD11106,2024-05-11,South,Home & Kitchen,Coffee Maker,5,175.82,10,791.19,490.75,300.44,New
ORD11128,2024-05-11,North,Home & Kitchen,Vacuum Cleaner,4,123.09,0,492.36,292.02,200.34,New
ORD11940,2024-05-12,North,Electronics,Laptop Stand,2,273.58,5,519.8,340.03,179.77,VIP
ORD11051,2024-05-12,East,Sports,Dumbbell Set,4,117.15,0,468.6,225.43,243.17,Returning
ORD11803,2024-05-12,East,Home & Kitchen,Vacuum Cleaner,3,156.36,0,469.08,213.59,255.49,Returning
ORD10793,2024-05-12,South,Home & Kitchen,Cookware Set,2,116.13,0,232.26,131.1,101.16,New
ORD11340,2024-05-12,North,Books,Cookbook,3,26.75,0,80.25,41.62,38.63,Returning
ORD11726,2024-05-12,North,Home & Kitchen,Air Fryer,5,75.97,20,303.88,239.76,64.12,New
ORD11572,2024-05-12,East,Apparel,Sneakers,1,52.61,0,52.61,29.5,23.11,Returning
ORD10055,2024-05-13,South,Sports,Yoga Mat,1,30.33,0,30.33,19.58,10.75,Returning
ORD11292,2024-05-14,North,Electronics,Smartwatch,5,542.02,0,2710.1,1727.87,982.23,VIP
ORD11450,2024-05-14,North,Electronics,Wireless Earbuds,1,702.54,0,702.54,410.76,291.78,New
ORD11811,2024-05-15,South,Electronics,Wireless Earbuds,5,473.33,0,2366.65,1221.32,1145.33,Returning
ORD10383,2024-05-16,East,Electronics,Smartwatch,1,353.62,0,353.62,217.75,135.87,New
ORD10773,2024-05-17,North,Home & Kitchen,Cookware Set,1,108.23,0,108.23,53.86,54.37,Returning
ORD10450,2024-05-17,West,Sports,Cycling Helmet,3,119.82,0,359.46,162.53,196.93,New
ORD10820,2024-05-17,North,Electronics,Wireless Earbuds,4,304.42,0,1217.68,776.07,441.61,New
ORD10592,2024-05-19,East,Home & Kitchen,Blender,4,161.02,0,644.08,358.83,285.25,VIP
ORD10360,2024-05-19,North,Electronics,Laptop Stand,3,365.72,0,1097.16,567.02,530.14,Returning
ORD10082,2024-05-19,North,Home & Kitchen,Cookware Set,1,117.85,5,111.96,67.42,44.54,New
ORD11416,2024-05-20,North,Electronics,4K Monitor,2,770.95,10,1387.71,998.74,388.97,Returning
ORD10790,2024-05-20,North,Apparel,Wool Sweater,3,71.15,10,192.1,123.35,68.75,Returning
ORD10865,2024-05-20,South,Electronics,Laptop Stand,2,886.6,5,1684.54,913.47,771.07,Returning
ORD10460,2024-05-20,East,Electronics,Bluetooth Speaker,3,871.7,0,2615.1,1458.07,1157.03,Returning
ORD11065,2024-05-20,East,Home & Kitchen,Air Fryer,4,48.4,0,193.6,93.75,99.85,New
ORD10313,2024-05-20,North,Electronics,Bluetooth Speaker,4,799.91,10,2879.68,1681.29,1198.39,New
ORD10242,2024-05-21,East,Sports,Resistance Bands,4,24.67,10,88.81,63.77,25.04,Returning
ORD10827,2024-05-21,South,Books,Self-Help Book,5,24.92,10,112.14,57.24,54.9,Returning
ORD10327,2024-05-22,North,Home & Kitchen,Air Fryer,4,75.01,0,300.04,181.64,118.4,Returning
ORD10260,2024-05-22,North,Electronics,Laptop Stand,3,320.38,5,913.08,438.89,474.19,New
ORD10199,2024-05-22,South,Sports,Dumbbell Set,3,110.4,10,298.08,205.44,92.64,VIP
ORD11776,2024-05-22,East,Electronics,Wireless Earbuds,4,300.2,0,1200.8,754.03,446.77,New
ORD11284,2024-05-22,West,Books,Tech Manual,3,5.09,0,15.27,7.37,7.9,Returning
ORD11844,2024-05-23,East,Apparel,Sneakers,1,89.72,0,89.72,57.55,32.17,Returning
ORD10482,2024-05-23,East,Apparel,Wool Sweater,2,59.11,0,118.22,53.76,64.46,Returning
ORD10018,2024-05-23,South,Electronics,4K Monitor,3,624.23,10,1685.42,962.85,722.57,Returning
ORD10701,2024-05-23,North,Apparel,Running Shoes,2,63.67,0,127.34,70.23,57.11,Returning
ORD11784,2024-05-23,South,Sports,Cycling Helmet,1,56.14,20,44.91,36.47,8.44,New
ORD10818,2024-05-23,West,Home & Kitchen,Coffee Maker,5,142.44,0,712.2,358.09,354.11,New
ORD10870,2024-05-24,North,Sports,Cycling Helmet,2,82.36,10,148.25,83.17,65.08,New
ORD11668,2024-05-25,East,Sports,Cycling Helmet,2,115.87,5,220.15,113.33,106.82,Returning
ORD11509,2024-05-25,North,Home & Kitchen,Cookware Set,5,61.36,0,306.8,183.22,123.58,New
ORD11139,2024-05-25,North,Home & Kitchen,Cookware Set,1,239.52,15,203.59,152.46,51.13,New
ORD11246,2024-05-25,North,Apparel,Cotton T-Shirt,1,77.49,0,77.49,39.27,38.22,Returning
ORD10158,2024-05-26,North,Sports,Football,5,44.52,5,211.47,115.17,96.3,VIP
ORD10662,2024-05-26,South,Sports,Dumbbell Set,2,194.36,0,388.72,196.31,192.41,Returning
ORD10529,2024-05-26,North,Sports,Resistance Bands,1,66.91,5,63.56,33.33,30.23,VIP
ORD11923,2024-05-27,West,Apparel,Denim Jacket,3,106.77,0,320.31,182.21,138.1,Returning
ORD11205,2024-05-27,North,Home & Kitchen,Cookware Set,5,159.58,0,797.9,400.74,397.16,New
ORD11032,2024-05-28,East,Electronics,Smartwatch,1,379.5,5,360.52,202.1,158.42,New
ORD10710,2024-05-28,West,Electronics,Wireless Earbuds,2,241.2,10,434.16,255.71,178.45,Returning
ORD11939,2024-05-29,North,Apparel,Denim Jacket,2,19.19,10,34.54,22.79,11.75,New
ORD11313,2024-05-30,South,Books,Biography,2,12.74,0,25.48,11.68,13.8,Returning
ORD10626,2024-05-30,North,Sports,Football,5,52.74,0,263.7,145.7,118.0,VIP
ORD11530,2024-05-30,East,Electronics,Laptop Stand,2,388.63,10,699.53,361.9,337.63,VIP
ORD10122,2024-05-31,West,Home & Kitchen,Blender,1,210.65,5,200.12,99.87,100.25,New
ORD11240,2024-05-31,South,Sports,Football,3,171.79,0,515.37,261.48,253.89,Returning
ORD10750,2024-05-31,South,Books,Biography,3,32.93,0,98.79,44.81,53.98,New
